country,year,sex,age,suicides_no,population,suicides/100k pop,generation,gdp_for_year ($) ,gdp_per_capita ($)
United States,2019,male,5-14 years,339,328329953,0.103249794,Generation X,2.14E+13,
Uruguay,2019,male,5-14 years,3,3428409,0.087504146,Generation X,61231149881,
Uzbekistan,2019,male,5-14 years,70,33580350,0.208455242,Generation X,59907674027,
Australia,2018,male,5-14 years,12,24966643,0.048064131,Generation X,1.43E+12,
Belarus,2018,male,5-14 years,4,9438785,0.042378336,Generation X,60031262269,
Belgium,2018,male,5-14 years,2,11427054,0.017502324,Generation X,5.43E+11,
Brazil,2018,male,5-14 years,90,210166592,0.042823171,Generation X,1.92E+12,
Bulgaria,2018,male,5-14 years,1,7025037,0.0142348,Generation X,66363422450,
Canada,2018,male,5-14 years,22,37065084,0.059355052,Generation X,1.73E+12,
Colombia,2018,male,5-14 years,57,49276961,0.115672718,Generation X,3.34E+11,
Croatia,2018,male,5-14 years,,4087843,0,Generation X,62247874949,
Cyprus,2018,male,5-14 years,0,1218831,0,Generation X,25522671233,
Czechia,2018,male,5-14 years,1,10629928,0.009407401,Generation X,2.49E+11,
Denmark,2018,male,5-14 years,2,5793636,0.034520636,Generation X,3.57E+11,
Egypt,2018,male,5-14 years,3,103740765,0.002891824,Generation X,2.50E+11,
Estonia,2018,male,5-14 years,1,1321977,0.075644281,Generation X,30474612057,
Finland,2018,male,5-14 years,4,5515525,0.072522561,Generation X,2.76E+11,
Germany,2018,male,5-14 years,8,82905782,0.009649508,Generation X,3.98E+12,
Greece,2018,male,5-14 years,1,10732882,0.009317162,Generation X,2.12E+11,
Hungary,2018,male,5-14 years,3,9775564,0.030688766,Generation X,1.61E+11,
Iceland,2018,male,5-14 years,0,352721,0,Generation X,26267063758,
Ireland,2018,male,5-14 years,2,4867316,0.041090408,Generation X,3.85E+11,
Japan,2018,male,5-14 years,66,126811000,0.052045958,Generation X,5.04E+12,
Kazakhstan,2018,male,5-14 years,41,18276452,0.224332381,Generation X,1.79E+11,
Latvia,2018,male,5-14 years,0,1927174,0,Generation X,34412210812,
Lithuania,2018,male,5-14 years,0,2801543,0,Generation X,53724663843,
Mexico,2018,male,5-14 years,121,124013861,0.097569739,Generation X,1.22E+12,
Peru,2018,male,5-14 years,19,32203944,0.058998985,Generation X,2.23E+11,
Romania,2018,male,5-14 years,8,19473970,0.041080478,Generation X,2.41E+11,
Russian Federation,2018,male,5-14 years,58,144477859,0.040144559,Generation X,1.66E+12,
Serbia,2018,male,5-14 years,1,6982604,0.014321305,Generation X,50640650221,
Slovenia,2018,male,5-14 years,1,2073894,0.048218472,Generation X,54137142149,
Sweden,2018,male,5-14 years,5,10175214,0.049139016,Generation X,5.55E+11,
Ukraine,2018,male,5-14 years,15,44622518,0.033615315,Generation X,1.31E+11,
United Kingdom,2018,male,5-14 years,10,66460344,0.015046567,Generation X,2.90E+12,
United States,2018,male,5-14 years,394,326838199,0.120548945,Generation X,2.06E+13,
Uruguay,2018,male,5-14 years,3,3427042,0.08753905,Generation X,64515038268,
Uzbekistan,2018,male,5-14 years,75,32956100,0.227575472,Generation X,52633143808,
Australia,2017,male,5-14 years,16,24594202,0.065055984,Generation X,1.33E+12,
Belarus,2017,male,5-14 years,,9458989,0,Generation X,54726595249,
Belgium,2017,male,5-14 years,4,11375158,0.035164347,Generation X,5.02E+11,
Brazil,2017,male,5-14 years,95,208504960,0.045562465,Generation X,2.06E+12,
Bulgaria,2017,male,5-14 years,2,7075947,0.028264768,Generation X,59199447421,
Canada,2017,male,5-14 years,11,36545236,0.030099682,Generation X,1.65E+12,
Colombia,2017,male,5-14 years,67,48351671,0.138568117,Generation X,3.12E+11,
Croatia,2017,male,5-14 years,0,4124531,0,Generation X,56214427431,
Cyprus,2017,male,5-14 years,0,1208523,0,Generation X,22870833710,
Czechia,2017,male,5-14 years,1,10594438,0.009438915,Generation X,2.19E+11,
Denmark,2017,male,5-14 years,2,5764980,0.034692228,Generation X,3.32E+11,
Egypt,2017,male,5-14 years,2,101789386,0.001964841,Generation X,2.36E+11,
Estonia,2017,male,5-14 years,0,1317384,0,Generation X,26857880622,
Finland,2017,male,5-14 years,2,5508214,0.03630941,Generation X,2.55E+11,
Germany,2017,male,5-14 years,16,82657002,0.019357102,Generation X,3.68E+12,
Greece,2017,male,5-14 years,0,10754679,0,Generation X,1.99E+11,
Hungary,2017,male,5-14 years,3,9787966,0.030649882,Generation X,1.43E+11,
Iceland,2017,male,5-14 years,0,343400,0,Generation X,24728285177,
Ireland,2017,male,5-14 years,,4807388,0,Generation X,3.35E+11,
Japan,2017,male,5-14 years,59,126972000,0.046466938,Generation X,4.93E+12,
Kazakhstan,2017,male,5-14 years,31,18037776,0.171861542,Generation X,1.67E+11,
Latvia,2017,male,5-14 years,0,1942248,0,Generation X,30408509602,
Lithuania,2017,male,5-14 years,1,2828403,0.035355641,Generation X,47640770634,
Mexico,2017,male,5-14 years,115,122839258,0.09361828,Generation X,1.16E+12,
Peru,2017,male,5-14 years,11,31605486,0.034804084,Generation X,2.11E+11,
Romania,2017,male,5-14 years,13,19588715,0.066364741,Generation X,2.12E+11,
Russian Federation,2017,male,5-14 years,76,144496739,0.052596343,Generation X,1.57E+12,
Serbia,2017,male,5-14 years,0,7020858,0,Generation X,44179055280,
Slovenia,2017,male,5-14 years,1,2066388,0.048393622,Generation X,48469082710,
Sweden,2017,male,5-14 years,3,10057698,0.029827899,Generation X,5.41E+11,
Ukraine,2017,male,5-14 years,29,44831135,0.064687187,Generation X,1.12E+11,
United Kingdom,2017,male,5-14 years,8,66058859,0.012110412,Generation X,2.70E+12,
United States,2017,male,5-14 years,352,325122128,0.108267008,Generation X,1.95E+13,
Uruguay,2017,male,5-14 years,4,3422200,0.116883876,Generation X,64233966861,
Uzbekistan,2017,male,5-14 years,82,32388600,0.2531755,Generation X,62081323299,
Australia,2020,male,15-24 years,349,25655289,1.36034328,Generation X,1.33E+12,
Belarus,2020,male,15-24 years,,9379952,0,Generation X,60258239056,
Belgium,2020,male,15-24 years,,11538604,0,Generation X,5.22E+11,
Brazil,2020,male,15-24 years,,213196304,0,Generation X,1.44E+12,
Bulgaria,2020,male,15-24 years,,6934015,0,Generation X,69889347433,
Canada,2020,male,15-24 years,,38037204,0,Generation X,1.65E+12,
Colombia,2020,male,15-24 years,,50930662,0,Generation X,2.71E+11,
Croatia,2020,male,15-24 years,,4047680,0,Generation X,57203783203,
Cyprus,2020,male,15-24 years,,1237537,0,Generation X,24612646488,
Czechia,2020,male,15-24 years,54,10697858,0.504773946,Generation X,2.45E+11,
Denmark,2020,male,15-24 years,,5831404,0,Generation X,3.56E+11,
Egypt,2020,male,15-24 years,,107465134,0,Generation X,3.65E+11,
Estonia,2020,male,15-24 years,14,1329522,1.053010029,Generation X,30650285472,
Finland,2020,male,15-24 years,,5529543,0,Generation X,2.70E+11,
Germany,2020,male,15-24 years,365,83160871,0.438908342,Generation X,3.85E+12,
Greece,2020,male,15-24 years,,10698599,0,Generation X,1.89E+11,
Hungary,2020,male,15-24 years,,9750149,0,Generation X,1.56E+11,
Iceland,2020,male,15-24 years,5,366463,1.364394223,Generation X,21718075725,
Ireland,2020,male,15-24 years,,4985382,0,Generation X,4.26E+11,
Japan,2020,male,15-24 years,,126261000,0,Generation X,5.06E+12,
Kazakhstan,2020,male,15-24 years,171,18755666,0.911724489,Generation X,1.71E+11,
Latvia,2020,male,15-24 years,17,1900449,0.894525452,Generation X,33707320816,
Lithuania,2020,male,15-24 years,34,2794885,1.216508014,Generation X,56546957475,
Mexico,2020,male,15-24 years,1495,125998302,1.186523926,Generation X,1.07E+12,
Peru,2020,male,15-24 years,,33304756,0,Generation X,2.02E+11,
Romania,2020,male,15-24 years,,19265250,0,Generation X,2.49E+11,
Russian Federation,2020,male,15-24 years,,144073139,0,Generation X,1.48E+12,
Serbia,2020,male,15-24 years,15,6899126,0.217418844,Generation X,53335016425,
Slovenia,2020,male,15-24 years,15,2102419,0.713463872,Generation X,53589609581,
Sweden,2020,male,15-24 years,,10353442,0,Generation X,5.41E+11,
Ukraine,2020,male,15-24 years,,44132049,0,Generation X,1.55E+11,
United Kingdom,2020,male,15-24 years,,67081000,0,Generation X,2.76E+12,
United States,2020,male,15-24 years,1495,331501080,0.450978923,Generation X,2.10E+13,
Uruguay,2020,male,15-24 years,,3429086,0,Generation X,53628827440,
Uzbekistan,2020,male,15-24 years,,34232050,0,Generation X,59929951114,
Australia,2019,male,15-24 years,340,25340217,1.34174068,Generation X,1.39E+12,
Belarus,2019,male,15-24 years,,9419758,0,Generation X,64409647194,
Belgium,2019,male,15-24 years,,11488980,0,Generation X,5.35E+11,
Brazil,2019,male,15-24 years,1495,211782878,0.705911646,Generation X,1.88E+12,
Bulgaria,2019,male,15-24 years,19,6975761,0.272371717,Generation X,68915416142,
Canada,2019,male,15-24 years,360,37601230,0.957415489,Generation X,1.74E+12,
Colombia,2019,male,15-24 years,570,50187406,1.135743099,Generation X,3.23E+11,
Croatia,2019,male,15-24 years,24,4065253,0.59036916,Generation X,62246206341,
Cyprus,2019,male,15-24 years,,1228836,0,Generation X,25758357775,
Czechia,2019,male,15-24 years,61,10671870,0.571596168,Generation X,2.52E+11,
Denmark,2019,male,15-24 years,,5814422,0,Generation X,3.48E+11,
Egypt,2019,male,15-24 years,12,105618671,0.011361628,Generation X,3.03E+11,
Estonia,2019,male,15-24 years,15,1326898,1.130456147,Generation X,31045591753,
Finland,2019,male,15-24 years,75,5521606,1.358300465,Generation X,2.69E+11,
Germany,2019,male,15-24 years,356,83092962,0.428435804,Generation X,3.89E+12,
Greece,2019,male,15-24 years,27,10721582,0.251828508,Generation X,2.05E+11,
Hungary,2019,male,15-24 years,51,9771141,0.521945185,Generation X,1.64E+11,
Iceland,2019,male,15-24 years,3,360563,0.832032128,Generation X,24857740445,
Ireland,2019,male,15-24 years,,4934340,0,Generation X,3.99E+11,
Japan,2019,male,15-24 years,1495,126633000,1.180576943,Generation X,5.15E+12,
Kazakhstan,2019,male,15-24 years,223,18513673,1.204515171,Generation X,1.82E+11,
Latvia,2019,male,15-24 years,15,1913822,0.78377195,Generation X,34308783825,
Lithuania,2019,male,15-24 years,41,2794137,1.467358258,Generation X,54697379017,
Mexico,2019,male,15-24 years,1495,125085311,1.195184301,Generation X,1.27E+12,
Peru,2019,male,15-24 years,,32824861,0,Generation X,2.28E+11,
Romania,2019,male,15-24 years,102,19371648,0.526542708,Generation X,2.50E+11,
Russian Federation,2019,male,15-24 years,1495,144406261,1.035273671,Generation X,1.69E+12,
Serbia,2019,male,15-24 years,28,6945235,0.403154105,Generation X,51514222382,
Slovenia,2019,male,15-24 years,11,2088385,0.526722803,Generation X,54178877606,
Sweden,2019,male,15-24 years,,10278887,0,Generation X,5.34E+11,
Ukraine,2019,male,15-24 years,335,44386203,0.754739035,Generation X,1.54E+11,
United Kingdom,2019,male,15-24 years,458,66836327,0.685256088,Generation X,2.88E+12,
United States,2019,male,15-24 years,1495,328329953,0.455334637,Generation X,2.14E+13,
Uruguay,2019,male,15-24 years,89,3428409,2.595956317,Generation X,61231149881,
Uzbekistan,2019,male,15-24 years,332,33580350,0.988673436,Generation X,59907674027,
Australia,2018,male,15-24 years,346,24966643,1.385849111,Generation X,1.43E+12,
Belarus,2018,male,15-24 years,90,9438785,0.953512555,Generation X,60031262269,
Belgium,2018,male,15-24 years,79,11427054,0.691341793,Generation X,5.43E+11,
Brazil,2018,male,15-24 years,1495,210166592,0.711340459,Generation X,1.92E+12,
Bulgaria,2018,male,15-24 years,12,7025037,0.170817606,Generation X,66363422450,
Canada,2018,male,15-24 years,388,37065084,1.046807286,Generation X,1.73E+12,
Colombia,2018,male,15-24 years,581,49276961,1.179049982,Generation X,3.34E+11,
Croatia,2018,male,15-24 years,,4087843,0,Generation X,62247874949,
Cyprus,2018,male,15-24 years,7,1218831,0.574320804,Generation X,25522671233,
Czechia,2018,male,15-24 years,83,10629928,0.78081432,Generation X,2.49E+11,
Denmark,2018,male,15-24 years,22,5793636,0.379726997,Generation X,3.57E+11,
Egypt,2018,male,15-24 years,19,103740765,0.018314883,Generation X,2.50E+11,
Estonia,2018,male,15-24 years,11,1321977,0.832087094,Generation X,30474612057,
Finland,2018,male,15-24 years,66,5515525,1.196622262,Generation X,2.76E+11,
Germany,2018,male,15-24 years,408,82905782,0.492124904,Generation X,3.98E+12,
Greece,2018,male,15-24 years,26,10732882,0.242246211,Generation X,2.12E+11,
Hungary,2018,male,15-24 years,51,9775564,0.521709029,Generation X,1.61E+11,
Iceland,2018,male,15-24 years,4,352721,1.134040786,Generation X,26267063758,
Ireland,2018,male,15-24 years,36,4867316,0.739627343,Generation X,3.85E+11,
Japan,2018,male,15-24 years,1495,126811000,1.17891981,Generation X,5.04E+12,
Kazakhstan,2018,male,15-24 years,256,18276452,1.400709503,Generation X,1.79E+11,
Latvia,2018,male,15-24 years,15,1927174,0.778341758,Generation X,34412210812,
Lithuania,2018,male,15-24 years,31,2801543,1.106533078,Generation X,53724663843,
Mexico,2018,male,15-24 years,1495,124013861,1.205510407,Generation X,1.22E+12,
Peru,2018,male,15-24 years,124,32203944,0.385046006,Generation X,2.23E+11,
Romania,2018,male,15-24 years,76,19473970,0.390264543,Generation X,2.41E+11,
Russian Federation,2018,male,15-24 years,1495,144477859,1.034760627,Generation X,1.66E+12,
Serbia,2018,male,15-24 years,24,6982604,0.343711315,Generation X,50640650221,
Slovenia,2018,male,15-24 years,15,2073894,0.723277082,Generation X,54137142149,
Sweden,2018,male,15-24 years,89,10175214,0.874674479,Generation X,5.55E+11,
Ukraine,2018,male,15-24 years,370,44622518,0.829177771,Generation X,1.31E+11,
United Kingdom,2018,male,15-24 years,431,66460344,0.648507025,Generation X,2.90E+12,
United States,2018,male,15-24 years,1495,326838199,0.457412874,Generation X,2.06E+13,
Uruguay,2018,male,15-24 years,71,3427042,2.07175751,Generation X,64515038268,
Uzbekistan,2018,male,15-24 years,321,32956100,0.974023019,Generation X,52633143808,
Australia,2017,male,15-24 years,310,24594202,1.260459681,Generation X,1.33E+12,
Belarus,2017,male,15-24 years,,9458989,0,Generation X,54726595249,
Belgium,2017,male,15-24 years,89,11375158,0.782406715,Generation X,5.02E+11,
Brazil,2017,male,15-24 years,1495,208504960,0.717009322,Generation X,2.06E+12,
Bulgaria,2017,male,15-24 years,25,7075947,0.353309599,Generation X,59199447421,
Canada,2017,male,15-24 years,385,36545236,1.053488887,Generation X,1.65E+12,
Colombia,2017,male,15-24 years,558,48351671,1.154044914,Generation X,3.12E+11,
Croatia,2017,male,15-24 years,22,4124531,0.533393979,Generation X,56214427431,
Cyprus,2017,male,15-24 years,6,1208523,0.496473795,Generation X,22870833710,
Czechia,2017,male,15-24 years,77,10594438,0.726796457,Generation X,2.19E+11,
Denmark,2017,male,15-24 years,28,5764980,0.485691191,Generation X,3.32E+11,
Egypt,2017,male,15-24 years,16,101789386,0.015718731,Generation X,2.36E+11,
Estonia,2017,male,15-24 years,13,1317384,0.986804151,Generation X,26857880622,
Finland,2017,male,15-24 years,72,5508214,1.307138757,Generation X,2.55E+11,
Germany,2017,male,15-24 years,365,82657002,0.441583884,Generation X,3.68E+12,
Greece,2017,male,15-24 years,28,10754679,0.260351797,Generation X,1.99E+11,
Hungary,2017,male,15-24 years,56,9787966,0.572131125,Generation X,1.43E+11,
Iceland,2017,male,15-24 years,7,343400,2.038439138,Generation X,24728285177,
Ireland,2017,male,15-24 years,,4807388,0,Generation X,3.35E+11,
Japan,2017,male,15-24 years,1495,126972000,1.177424944,Generation X,4.93E+12,
Kazakhstan,2017,male,15-24 years,260,18037776,1.441419386,Generation X,1.67E+11,
Latvia,2017,male,15-24 years,16,1942248,0.823787693,Generation X,30408509602,
Lithuania,2017,male,15-24 years,40,2828403,1.414225625,Generation X,47640770634,
Mexico,2017,male,15-24 years,1495,122839258,1.217037635,Generation X,1.16E+12,
Peru,2017,male,15-24 years,72,31605486,0.227808552,Generation X,2.11E+11,
Romania,2017,male,15-24 years,99,19588715,0.505393029,Generation X,2.12E+11,
Russian Federation,2017,male,15-24 years,1495,144496739,1.034625425,Generation X,1.57E+12,
Serbia,2017,male,15-24 years,0,7020858,0,Generation X,44179055280,
Slovenia,2017,male,15-24 years,6,2066388,0.290361733,Generation X,48469082710,
Sweden,2017,male,15-24 years,85,10057698,0.845123805,Generation X,5.41E+11,
Ukraine,2017,male,15-24 years,384,44831135,0.856547576,Generation X,1.12E+11,
United Kingdom,2017,male,15-24 years,320,66058859,0.484416481,Generation X,2.70E+12,
United States,2017,male,15-24 years,1495,325122128,0.459827207,Generation X,1.95E+13,
Uruguay,2017,male,15-24 years,91,3422200,2.659108176,Generation X,64233966861,
Uzbekistan,2017,male,15-24 years,413,32388600,1.275140018,Generation X,62081323299,
Australia,2020,male,25-34 years,438,25655289,1.707250306,Boomers,1.33E+12,
Belarus,2020,male,25-34 years,,9379952,0,Boomers,60258239056,
Belgium,2020,male,25-34 years,,11538604,0,Boomers,5.22E+11,
Brazil,2020,male,25-34 years,,213196304,0,Boomers,1.44E+12,
Bulgaria,2020,male,25-34 years,,6934015,0,Boomers,69889347433,
Canada,2020,male,25-34 years,,38037204,0,Boomers,1.65E+12,
Colombia,2020,male,25-34 years,,50930662,0,Boomers,2.71E+11,
Croatia,2020,male,25-34 years,,4047680,0,Boomers,57203783203,
Cyprus,2020,male,25-34 years,,1237537,0,Boomers,24612646488,
Czechia,2020,male,25-34 years,129,10697858,1.205848872,Boomers,2.45E+11,
Denmark,2020,male,25-34 years,,5831404,0,Boomers,3.56E+11,
Egypt,2020,male,25-34 years,,107465134,0,Boomers,3.65E+11,
Estonia,2020,male,25-34 years,26,1329522,1.955590054,Boomers,30650285472,
Finland,2020,male,25-34 years,,5529543,0,Boomers,2.70E+11,
Germany,2020,male,25-34 years,632,83160871,0.7599728,Boomers,3.85E+12,
Greece,2020,male,25-34 years,,10698599,0,Boomers,1.89E+11,
Hungary,2020,male,25-34 years,,9750149,0,Boomers,1.56E+11,
Iceland,2020,male,25-34 years,7,366463,1.910151912,Boomers,21718075725,
Ireland,2020,male,25-34 years,,4985382,0,Boomers,4.26E+11,
Japan,2020,male,25-34 years,,126261000,0,Boomers,5.06E+12,
Kazakhstan,2020,male,25-34 years,391,18755666,2.084703364,Boomers,1.71E+11,
Latvia,2020,male,25-34 years,38,1900449,1.99952748,Boomers,33707320816,
Lithuania,2020,male,25-34 years,63,2794885,2.25411779,Boomers,56546957475,
Mexico,2020,male,25-34 years,1495,125998302,1.186523926,Boomers,1.07E+12,
Peru,2020,male,25-34 years,,33304756,0,Boomers,2.02E+11,
Romania,2020,male,25-34 years,,19265250,0,Boomers,2.49E+11,
Russian Federation,2020,male,25-34 years,,144073139,0,Boomers,1.48E+12,
Serbia,2020,male,25-34 years,44,6899126,0.637761943,Boomers,53335016425,
Slovenia,2020,male,25-34 years,19,2102419,0.903720904,Boomers,53589609581,
Sweden,2020,male,25-34 years,,10353442,0,Boomers,5.41E+11,
Ukraine,2020,male,25-34 years,,44132049,0,Boomers,1.55E+11,
United Kingdom,2020,male,25-34 years,,67081000,0,Boomers,2.76E+12,
United States,2020,male,25-34 years,1495,331501080,0.450978923,Boomers,2.10E+13,
Uruguay,2020,male,25-34 years,,3429086,0,Boomers,53628827440,
Uzbekistan,2020,male,25-34 years,,34232050,0,Boomers,59929951114,
Australia,2019,male,25-34 years,475,25340217,1.874490656,Boomers,1.39E+12,
Belarus,2019,male,25-34 years,,9419758,0,Boomers,64409647194,
Belgium,2019,male,25-34 years,,11488980,0,Boomers,5.35E+11,
Brazil,2019,male,25-34 years,1495,211782878,0.705911646,Boomers,1.88E+12,
Bulgaria,2019,male,25-34 years,43,6975761,0.616420201,Boomers,68915416142,
Canada,2019,male,25-34 years,517,37601230,1.374955021,Boomers,1.74E+12,
Colombia,2019,male,25-34 years,483,50187406,0.962392836,Boomers,3.23E+11,
Croatia,2019,male,25-34 years,35,4065253,0.860955025,Boomers,62246206341,
Cyprus,2019,male,25-34 years,,1228836,0,Boomers,25758357775,
Czechia,2019,male,25-34 years,119,10671870,1.11508105,Boomers,2.52E+11,
Denmark,2019,male,25-34 years,,5814422,0,Boomers,3.48E+11,
Egypt,2019,male,25-34 years,14,105618671,0.013255232,Boomers,3.03E+11,
Estonia,2019,male,25-34 years,21,1326898,1.582638605,Boomers,31045591753,
Finland,2019,male,25-34 years,104,5521606,1.883509979,Boomers,2.69E+11,
Germany,2019,male,25-34 years,618,83092962,0.743745301,Boomers,3.89E+12,
Greece,2019,male,25-34 years,44,10721582,0.410387198,Boomers,2.05E+11,
Hungary,2019,male,25-34 years,92,9771141,0.941548177,Boomers,1.64E+11,
Iceland,2019,male,25-34 years,4,360563,1.10937617,Boomers,24857740445,
Ireland,2019,male,25-34 years,,4934340,0,Boomers,3.99E+11,
Japan,2019,male,25-34 years,1495,126633000,1.180576943,Boomers,5.15E+12,
Kazakhstan,2019,male,25-34 years,460,18513673,2.484650129,Boomers,1.82E+11,
Latvia,2019,male,25-34 years,42,1913822,2.194561459,Boomers,34308783825,
Lithuania,2019,male,25-34 years,74,2794137,2.648402709,Boomers,54697379017,
Mexico,2019,male,25-34 years,1495,125085311,1.195184301,Boomers,1.27E+12,
Peru,2019,male,25-34 years,,32824861,0,Boomers,2.28E+11,
Romania,2019,male,25-34 years,146,19371648,0.753678778,Boomers,2.50E+11,
Russian Federation,2019,male,25-34 years,1495,144406261,1.035273671,Boomers,1.69E+12,
Serbia,2019,male,25-34 years,54,6945235,0.777511488,Boomers,51514222382,
Slovenia,2019,male,25-34 years,25,2088385,1.197097279,Boomers,54178877606,
Sweden,2019,male,25-34 years,,10278887,0,Boomers,5.34E+11,
Ukraine,2019,male,25-34 years,873,44386203,1.966827395,Boomers,1.54E+11,
United Kingdom,2019,male,25-34 years,800,66836327,1.196953866,Boomers,2.88E+12,
United States,2019,male,25-34 years,1495,328329953,0.455334637,Boomers,2.14E+13,
Uruguay,2019,male,25-34 years,97,3428409,2.829300705,Boomers,61231149881,
Uzbekistan,2019,male,25-34 years,337,33580350,1.003563096,Boomers,59907674027,
Australia,2018,male,25-34 years,440,24966643,1.76235147,Boomers,1.43E+12,
Belarus,2018,male,25-34 years,229,9438785,2.426159723,Boomers,60031262269,
Belgium,2018,male,25-34 years,151,11427054,1.321425452,Boomers,5.43E+11,
Brazil,2018,male,25-34 years,1495,210166592,0.711340459,Boomers,1.92E+12,
Bulgaria,2018,male,25-34 years,50,7025037,0.711740024,Boomers,66363422450,
Canada,2018,male,25-34 years,434,37065084,1.170913305,Boomers,1.73E+12,
Colombia,2018,male,25-34 years,491,49276961,0.996408849,Boomers,3.34E+11,
Croatia,2018,male,25-34 years,,4087843,0,Boomers,62247874949,
Cyprus,2018,male,25-34 years,7,1218831,0.574320804,Boomers,25522671233,
Czechia,2018,male,25-34 years,138,10629928,1.298221399,Boomers,2.49E+11,
Denmark,2018,male,25-34 years,41,5793636,0.70767304,Boomers,3.57E+11,
Egypt,2018,male,25-34 years,15,103740765,0.014459118,Boomers,2.50E+11,
Estonia,2018,male,25-34 years,22,1321977,1.664174188,Boomers,30474612057,
Finland,2018,male,25-34 years,121,5515525,2.19380748,Boomers,2.76E+11,
Germany,2018,male,25-34 years,640,82905782,0.771960634,Boomers,3.98E+12,
Greece,2018,male,25-34 years,41,10732882,0.382003641,Boomers,2.12E+11,
Hungary,2018,male,25-34 years,118,9775564,1.207091478,Boomers,1.61E+11,
Iceland,2018,male,25-34 years,8,352721,2.268081572,Boomers,26267063758,
Ireland,2018,male,25-34 years,49,4867316,1.006714994,Boomers,3.85E+11,
Japan,2018,male,25-34 years,1495,126811000,1.17891981,Boomers,5.04E+12,
Kazakhstan,2018,male,25-34 years,507,18276452,2.774061399,Boomers,1.79E+11,
Latvia,2018,male,25-34 years,28,1927174,1.452904616,Boomers,34412210812,
Lithuania,2018,male,25-34 years,73,2801543,2.605706927,Boomers,53724663843,
Mexico,2018,male,25-34 years,1495,124013861,1.205510407,Boomers,1.22E+12,
Peru,2018,male,25-34 years,72,32203944,0.2235751,Boomers,2.23E+11,
Romania,2018,male,25-34 years,133,19473970,0.68296295,Boomers,2.41E+11,
Russian Federation,2018,male,25-34 years,1495,144477859,1.034760627,Boomers,1.66E+12,
Serbia,2018,male,25-34 years,43,6982604,0.615816105,Boomers,50640650221,
Slovenia,2018,male,25-34 years,24,2073894,1.157243331,Boomers,54137142149,
Sweden,2018,male,25-34 years,147,10175214,1.44468706,Boomers,5.55E+11,
Ukraine,2018,male,25-34 years,876,44622518,1.963134398,Boomers,1.31E+11,
United Kingdom,2018,male,25-34 years,678,66460344,1.020157223,Boomers,2.90E+12,
United States,2018,male,25-34 years,1495,326838199,0.457412874,Boomers,2.06E+13,
Uruguay,2018,male,25-34 years,86,3427042,2.509452758,Boomers,64515038268,
Uzbekistan,2018,male,25-34 years,333,32956100,1.010435094,Boomers,52633143808,
Australia,2017,male,25-34 years,480,24594202,1.951679506,Boomers,1.33E+12,
Belarus,2017,male,25-34 years,,9458989,0,Boomers,54726595249,
Belgium,2017,male,25-34 years,160,11375158,1.406573869,Boomers,5.02E+11,
Brazil,2017,male,25-34 years,1495,208504960,0.717009322,Boomers,2.06E+12,
Bulgaria,2017,male,25-34 years,45,7075947,0.635957279,Boomers,59199447421,
Canada,2017,male,25-34 years,524,36545236,1.43383942,Boomers,1.65E+12,
Colombia,2017,male,25-34 years,472,48351671,0.976181361,Boomers,3.12E+11,
Croatia,2017,male,25-34 years,45,4124531,1.091033138,Boomers,56214427431,
Cyprus,2017,male,25-34 years,3,1208523,0.248236897,Boomers,22870833710,
Czechia,2017,male,25-34 years,172,10594438,1.623493384,Boomers,2.19E+11,
Denmark,2017,male,25-34 years,35,5764980,0.607113988,Boomers,3.32E+11,
Egypt,2017,male,25-34 years,13,101789386,0.012771469,Boomers,2.36E+11,
Estonia,2017,male,25-34 years,28,1317384,2.125424326,Boomers,26857880622,
Finland,2017,male,25-34 years,120,5508214,2.178564595,Boomers,2.55E+11,
Germany,2017,male,25-34 years,637,82657002,0.770654614,Boomers,3.68E+12,
Greece,2017,male,25-34 years,39,10754679,0.36263286,Boomers,1.99E+11,
Hungary,2017,male,25-34 years,132,9787966,1.348594795,Boomers,1.43E+11,
Iceland,2017,male,25-34 years,10,343400,2.912055911,Boomers,24728285177,
Ireland,2017,male,25-34 years,,4807388,0,Boomers,3.35E+11,
Japan,2017,male,25-34 years,1495,126972000,1.177424944,Boomers,4.93E+12,
Kazakhstan,2017,male,25-34 years,502,18037776,2.783048198,Boomers,1.67E+11,
Latvia,2017,male,25-34 years,48,1942248,2.47136308,Boomers,30408509602,
Lithuania,2017,male,25-34 years,78,2828403,2.757739968,Boomers,47640770634,
Mexico,2017,male,25-34 years,1495,122839258,1.217037635,Boomers,1.16E+12,
Peru,2017,male,25-34 years,70,31605486,0.221480537,Boomers,2.11E+11,
Romania,2017,male,25-34 years,163,19588715,0.832111754,Boomers,2.12E+11,
Russian Federation,2017,male,25-34 years,1495,144496739,1.034625425,Boomers,1.57E+12,
Serbia,2017,male,25-34 years,0,7020858,0,Boomers,44179055280,
Slovenia,2017,male,25-34 years,36,2066388,1.742170396,Boomers,48469082710,
Sweden,2017,male,25-34 years,127,10057698,1.262714391,Boomers,5.41E+11,
Ukraine,2017,male,25-34 years,1495,44831135,3.334736004,Boomers,1.12E+11,
United Kingdom,2017,male,25-34 years,624,66058859,0.944612137,Boomers,2.70E+12,
United States,2017,male,25-34 years,1495,325122128,0.459827207,Boomers,1.95E+13,
Uruguay,2017,male,25-34 years,96,3422200,2.805213021,Boomers,64233966861,
Uzbekistan,2017,male,25-34 years,364,32388600,1.12385222,Boomers,62081323299,
